Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
3356,68,7018,1Fam,5,6,2,1,6,1970,1372,2,GasA,N,1095,0,2008,141370.15637189
3357,74,7200,TwnhsE,6,5,1,0,8,1968,1237,3,GasA,Y,1634,0,2009,131167.354612434
3358,85,10846,1Fam,8,7,2,0,5,2001,948,3,GasA,Y,1252,0,2007,250207.260332885
3359,78,9672,1Fam,5,5,2,0,6,1937,971,3,GasA,Y,1144,0,2008,126071.911652351
3360,51,10500,1Fam,7,6,1,0,8,2003,672,4,GasA,N,1131,0,2006,161701.907748398
3361,38,6442,1Fam,5,5,1,0,10,2005,1563,3,GasA,Y,1412,0,2009,163108.720275635
3362,64,10800,1Fam,7,6,2,0,6,1941,756,3,GasA,Y,1236,0,2009,183999.332570544
3363,,16321,1Fam,8,5,1,1,3,2007,1143,3,GasA,Y,1131,0,2010,209415.904383948
3364,,12205,1Fam,6,6,1,1,11,2009,1413,3,GasW,Y,1954,0,2006,226004.69397306
3365,80,8430,1Fam,7,5,1,0,9,1956,1117,4,GasA,Y,1422,0,2007,108961.813521092
3366,74,9101,1Fam,8,5,2,0,7,1942,747,2,GasA,Y,1768,0,2009,184404.261701412
3367,,7844,1Fam,3,4,1,1,7,1970,1164,3,GasA,Y,1788,0,2006,139912.881899821
3368,60,12376,1Fam,4,8,1,1,6,1961,923,4,GasA,Y,2452,0,2009,158531.755326121
3369,40,10150,1Fam,7,5,2,0,5,1994,1484,2,GasA,Y,2290,0,2007,257430.9144687
3370,58,7064,1Fam,5,5,3,0,7,1931,768,4,GasW,Y,1217,0,2007,134735.335900985
3371,70,8846,1Fam,8,9,1,0,6,1987,611,3,GasA,Y,1535,0,2006,218492.56418864
3372,100,19900,1Fam,4,3,1,1,5,1945,744,3,GasA,Y,764,0,2009,87456.4623377042
3373,24,6930,1Fam,7,5,1,0,5,1885,1088,3,GasA,Y,2715,0,2009,196812.416842651
3374,63,3982,1Fam,8,5,1,1,3,1972,991,4,GasA,Y,1620,0,2006,209668.93393973
3375,94,10690,1Fam,5,5,2,0,5,1922,384,4,GasA,Y,1721,0,2007,120707.853977296
3376,,7931,1Fam,5,5,1,0,5,1975,732,6,GasA,Y,1178,0,2006,126884.74161366
3377,59,10800,1Fam,7,5,1,0,7,1964,992,3,GasA,Y,1479,0,2010,171673.319431195
3378,60,9375,1Fam,6,8,2,1,6,1951,1561,3,GasA,N,2612,0,2007,209587.538227428
3379,60,6762,1Fam,8,5,2,1,7,1974,1242,3,GasA,Y,1223,0,2008,137305.325300959
3380,51,22950,1Fam,5,6,2,0,8,1993,1088,2,GasA,Y,900,0,2008,194695.58538561
3381,55,16321,1Fam,7,5,1,0,7,1954,756,1,GasA,Y,1135,0,2010,138914.630012338
3382,60,14191,1Fam,6,5,2,1,6,1936,1237,2,GasA,Y,1717,0,2006,158744.20507559
3383,75,21872,1Fam,4,7,1,1,7,2004,1069,3,GasA,Y,1604,0,2007,191902.668103949
3384,43,5000,1Fam,10,3,2,1,8,1927,1763,3,GasA,Y,1548,0,2007,258904.132912807
3385,36,8750,1Fam,4,6,2,0,6,1988,1256,3,GasW,Y,1310,0,2009,132864.191934835
3386,65,14331,1Fam,6,5,2,0,6,1957,1086,4,GasA,Y,969,0,2009,125734.00499183
3387,65,9000,1Fam,6,4,2,1,6,1914,1267,1,Grav,Y,1712,0,2010,120256.117577135
3388,,22420,1Fam,7,6,1,1,4,1962,806,2,GasA,N,1028,0,2007,116790.445867013
3389,,9286,1Fam,8,4,0,1,7,2006,799,3,GasA,Y,1336,0,2006,169774.363801456
3390,,8450,TwnhsE,4,6,2,1,7,2004,1373,2,GasA,Y,2374,0,2010,168703.064285782
3391,36,13360,Twnhs,7,5,1,0,7,1990,793,1,GasA,Y,1717,0,2007,202956.6417065
3392,71,4438,1Fam,5,5,2,0,5,2009,616,3,GasA,Y,1062,0,2009,116890.862137782
3393,41,12394,1Fam,6,4,2,0,8,1940,1040,3,GasA,Y,2132,0,2007,152273.016952329
3394,,8400,1Fam,4,5,2,0,7,1976,876,2,GasA,Y,1939,0,2006,139796.245691121
3395,72,10800,1Fam,6,6,3,1,8,1976,1053,3,GasA,Y,1252,0,2007,199063.686446377
3396,,9066,1Fam,7,2,2,1,7,1987,799,3,GasA,Y,792,0,2008,163343.274789353
3397,,8777,TwnhsE,6,5,1,0,7,1969,1372,2,GasA,N,1712,0,2007,146370.200589261
3398,62,8125,1Fam,6,5,2,0,5,1993,1344,1,GasA,Y,1578,0,2006,196491.18208852
3399,35,7000,1Fam,8,8,2,0,5,1990,1752,3,GasA,Y,784,0,2009,245166.54280736
3400,,4671,1Fam,5,6,1,0,5,1968,920,3,GasA,Y,2296,0,2007,174095.327299567
3401,,9600,1Fam,5,5,2,2,6,1924,1039,3,GasA,Y,1090,0,2007,95931.8499634908
3402,67,12378,1Fam,5,5,2,0,5,1965,1004,4,GasA,Y,3112,0,2009,209100.666188847
3403,40,3922,1Fam,6,8,1,0,7,1957,926,3,GasA,Y,2080,0,2006,156234.188956875
3404,50,14963,1Fam,7,7,1,0,4,1962,1389,3,GasA,Y,1764,0,2008,226285.743803226
3405,51,8885,1Fam,4,5,1,1,9,2007,952,2,GasA,Y,2452,0,2010,201302.46878265
3406,60,9291,1Fam,4,5,1,0,5,1954,1518,3,GasA,Y,789,0,2010,132514.71912937
3407,,7800,1Fam,5,6,2,1,5,1957,1705,3,GasA,Y,987,0,2009,149525.264017232
3408,,11475,1Fam,10,6,2,1,10,1954,1161,2,GasA,Y,1720,0,2007,251148.324739407
3409,70,10200,1Fam,6,5,1,0,6,1996,483,3,GasA,Y,1073,0,2009,113042.296688479
3410,82,14145,TwnhsE,7,5,2,0,4,1957,483,4,GasA,Y,1576,0,2010,124507.67972005
3411,60,10769,1Fam,6,7,1,0,6,1968,680,3,GasA,Y,1511,0,2007,152427.267337893
3412,72,9236,1Fam,6,5,1,1,4,1945,0,4,GasA,Y,1720,0,2007,98697.3385855898
3413,61,8885,Duplex,6,5,1,1,4,1953,780,3,GasA,Y,1092,0,2007,111084.357651224
3414,21,5900,Twnhs,5,5,2,0,5,1978,894,3,GasA,Y,1718,0,2008,128676.393125261
3415,21,7259,TwnhsE,5,5,1,0,7,1958,1050,3,GasA,Y,1184,0,2008,68173.6538069829
3416,90,9020,Duplex,6,5,2,1,6,1936,994,2,GasA,Y,864,0,2006,94734.6595195666
3417,76,6993,1Fam,5,5,1,1,5,1992,910,2,GasA,Y,1610,0,2010,162709.621673274
3418,52,10382,1Fam,7,5,3,0,5,1995,0,3,GasA,Y,1992,0,2007,177317.056845055
3419,85,8500,1Fam,8,7,2,0,6,2004,1218,3,GasA,N,864,0,2009,194136.082241726
3420,,12046,1Fam,5,6,2,0,6,1958,796,3,GasA,Y,1123,0,2009,131414.536756464
3421,83,10791,1Fam,5,5,1,1,7,2007,796,3,GasA,Y,1215,0,2006,187745.56754383
3422,73,17043,1Fam,6,5,1,0,6,1910,729,2,GasA,Y,2022,0,2007,159413.174727479
3423,105,11333,Duplex,7,5,1,1,6,2003,1269,3,GasA,N,841,0,2009,152515.193239764
3424,,8800,1Fam,5,6,1,0,4,1962,190,3,GasA,Y,1818,0,2010,102837.89460147
3425,86,11787,1Fam,5,8,2,0,6,1959,0,2,GasA,Y,1340,0,2006,150131.887441097
3426,,11625,1Fam,3,7,2,0,6,1993,384,2,GasA,Y,1077,0,2007,111329.664374127
3427,40,7931,1Fam,7,7,1,0,7,1968,975,6,GasA,Y,1484,0,2010,187356.427638603
3428,,8712,1Fam,8,5,1,1,5,2002,861,2,GasA,Y,1253,0,2006,168689.049481615
3429,66,9937,1Fam,6,5,2,0,7,1982,1248,2,GasA,Y,1152,0,2008,187880.461103688
3430,58,7892,1Fam,7,5,2,0,12,1967,1256,4,GasA,Y,1336,0,2008,139363.974352177
3431,75,11900,1Fam,6,5,2,0,6,1982,1462,3,GasA,Y,1117,0,2009,164278.182571193
3432,88,9000,1Fam,6,7,1,0,8,1958,1237,2,GasA,Y,1291,0,2006,182024.380178614
3433,21,13693,TwnhsE,5,5,2,0,6,2005,996,2,GasA,Y,1484,0,2006,121071.875236699
3434,66,13682,1Fam,10,5,1,0,7,1962,1088,1,GasA,Y,1092,0,2009,240314.55520323
3435,81,7875,1Fam,7,6,1,0,5,1900,784,2,GasA,Y,1535,0,2010,128152.295289186
3436,68,10800,1Fam,7,7,3,1,5,1953,864,2,GasA,Y,1496,0,2007,186946.309443508
3437,76,11900,1Fam,4,7,1,0,6,2007,1078,2,GasA,Y,2207,0,2008,177912.684840193
3438,75,12342,TwnhsE,6,5,2,1,5,1900,600,3,GasA,Y,1285,0,2008,128589.71240212
3439,62,3922,1Fam,5,5,2,1,6,1998,780,4,GasA,N,1068,0,2007,122534.788943608
3440,90,13346,1Fam,7,8,1,1,9,1923,588,3,GasA,Y,1949,0,2008,247221.336234027
3441,80,1680,1Fam,7,5,2,0,5,1925,720,2,GasA,Y,980,0,2007,146726.558812053
3442,54,2665,1Fam,5,7,2,1,4,1960,1008,2,GasA,Y,2794,0,2007,184729.699660218
3443,75,1869,Duplex,5,5,2,0,5,1959,1040,3,GasA,Y,1363,0,2008,136290.620919112
3444,84,6204,1Fam,1,7,2,0,6,2005,0,2,GasA,Y,1904,0,2006,167132.273729635
3445,82,10927,1Fam,7,5,1,1,6,2005,540,2,GasA,N,1456,0,2008,155253.954686677
3446,52,11000,1Fam,6,5,2,0,5,2005,1340,4,GasA,Y,1774,0,2007,218132.27385446
3447,,9525,1Fam,5,6,2,1,5,1973,660,4,GasA,Y,1301,0,2009,156891.21033471
3448,,5271,TwnhsE,4,8,1,0,5,2008,1268,3,GasA,Y,1392,0,2007,173568.862369825
3449,,6380,1Fam,6,5,2,1,9,2006,1094,2,GasA,Y,2161,0,2009,197808.967211613
3450,44,4388,1Fam,6,7,1,1,8,1977,1258,3,GasA,Y,1850,0,2010,143169.193266652
3451,50,3880,1Fam,7,5,1,0,5,2006,689,3,GasA,Y,1319,0,2010,184289.822930678
3452,,13346,1Fam,7,5,1,1,8,2004,1269,4,GasA,Y,1635,0,2010,218614.439137196
3453,70,13346,1Fam,6,5,1,0,6,1940,1063,2,GasA,N,2291,0,2010,199287.555025747
3454,55,14375,TwnhsE,4,3,2,0,5,2002,1477,3,GasA,Y,987,0,2009,134918.695784901
3455,,8990,1Fam,5,5,1,0,6,2006,576,5,GasA,Y,2080,0,2008,163330.885486255
3456,84,7500,1Fam,5,5,1,0,5,1972,1522,3,GasA,Y,848,0,2007,146604.010090931
3457,75,8400,1Fam,5,4,1,1,5,1924,1554,2,GasA,Y,1976,0,2007,180775.26726774
3458,94,12003,1Fam,5,7,2,1,8,1999,876,3,GasA,Y,2110,0,2006,240312.293048975
3459,59,12203,1Fam,7,5,2,0,4,1977,1392,3,GasA,Y,1550,0,2009,170049.128614468
3460,55,8712,1Fam,6,6,2,0,7,1926,1248,1,GasA,Y,1494,0,2007,129380.523382262
3461,80,5000,1Fam,5,8,0,1,5,1988,1086,3,GasA,Y,864,0,2009,133027.217562807
3462,85,10400,1Fam,7,6,2,1,5,1995,672,2,GasA,Y,1212,0,2009,164314.069669663
3463,,11426,1Fam,6,7,2,0,7,1924,768,4,GasA,Y,864,0,2009,104317.67615964
3464,91,5330,TwnhsE,6,5,2,1,5,1961,747,3,GasA,Y,1484,0,2006,150199.353559413
3465,65,11475,TwnhsE,5,7,2,0,5,1931,630,4,GasA,Y,1431,0,2009,147606.812896197
3466,88,13907,TwnhsE,6,7,2,0,5,1916,893,2,GasA,Y,1839,0,2006,173842.820353114
3467,63,11248,1Fam,3,5,2,1,9,1960,1649,3,GasA,Y,2320,0,2008,206334.508631556
3468,85,7000,1Fam,7,6,2,0,4,1952,807,3,GasA,Y,1430,0,2008,190577.411802897
3469,105,11310,1Fam,7,8,1,0,4,2004,1235,3,GasA,Y,970,0,2009,169959.852258957
3470,70,14859,1Fam,7,5,1,0,5,1948,912,2,GasA,Y,1198,0,2008,159672.13008069
3471,75,7819,1Fam,5,6,2,0,6,1971,963,3,GasA,Y,1422,0,2006,149740.883297563
3472,,1950,1Fam,7,6,2,0,7,1955,715,2,GasA,Y,2267,0,2007,156090.025777566
3473,60,7630,2fmCon,6,4,2,1,7,1979,796,4,GasA,Y,1682,0,2010,124281.056688029
3474,85,11616,1Fam,5,7,1,0,6,2006,1616,2,GasA,Y,1797,0,2009,214317.474130988
3475,,8450,1Fam,8,6,1,0,10,1954,650,3,GasA,Y,2520,0,2008,225434.829000991
3476,55,11606,1Fam,5,5,1,1,8,2007,1104,3,GasA,Y,1510,0,2009,173913.4570439
3477,86,4438,1Fam,7,8,1,0,8,2006,1157,3,GasA,Y,784,0,2007,159409.840414983
3478,84,3182,1Fam,7,7,1,1,8,1993,1204,3,GasA,Y,1028,0,2010,171530.653520934
3479,44,9200,1Fam,7,4,1,0,4,1958,1337,3,GasA,Y,827,0,2006,127503.10406755
3480,86,21780,1Fam,7,5,2,1,8,1937,796,2,GasA,Y,1471,0,2006,155626.139773003
3481,48,11639,1Fam,5,5,1,1,5,1954,980,2,GasA,Y,1768,0,2007,148435.290563608
3482,,6858,1Fam,5,2,1,0,7,1962,2136,3,GasA,N,1818,0,2009,137323.208680643
3483,90,10594,1Fam,5,5,2,0,5,1965,1156,2,GasA,Y,1573,0,2009,123437.719543753
3484,,7862,1Fam,6,5,2,0,5,1970,1479,2,GasA,Y,1456,0,2010,158289.368953879
3485,,9375,1Fam,7,7,2,0,6,2004,738,3,GasA,N,1922,0,2007,227798.854474407
3486,80,11250,1Fam,6,5,1,1,7,2002,1728,3,GasA,Y,1728,0,2010,192876.209408727
3487,70,6120,1Fam,4,7,2,1,6,1991,1330,4,GasA,Y,987,0,2009,156053.937365893
3488,60,13418,1Fam,5,6,1,1,7,2002,876,3,GasA,Y,2376,0,2008,172837.956064357
3489,60,12456,1Fam,7,6,1,0,5,1978,1149,3,GasA,Y,1911,0,2006,246172.640604083
3490,40,9382,1Fam,7,5,2,1,5,2006,864,4,GasA,Y,792,0,2009,178337.865402021
3491,84,15431,1Fam,7,5,2,1,6,1964,816,3,GasA,Y,2654,0,2007,236205.855945008
3492,,10159,1Fam,3,5,2,1,10,1949,836,3,GasA,Y,1004,0,2006,89215.3425288689
3493,80,1920,1Fam,5,5,1,1,7,1912,735,3,GasA,Y,1888,0,2007,116626.008804667
3494,,8750,Twnhs,9,5,2,0,5,2003,988,4,GasA,Y,630,0,2006,228618.05821054
3495,62,12677,1Fam,7,5,1,0,6,1910,672,3,GasA,Y,1284,0,2010,100375.242975082
3496,121,12702,1Fam,5,5,2,2,6,1958,1097,2,GasA,Y,1039,0,2006,127845.92712938
3497,95,9135,1Fam,6,5,1,0,6,2007,945,2,GasA,Y,1719,0,2007,210190.750321463
3498,50,24090,Duplex,7,5,2,0,6,1949,1842,3,GasA,Y,1136,0,2008,186142.502066506
3499,,12224,1Fam,6,5,1,1,7,1953,1604,4,GasA,Y,1719,0,2007,187216.126232565
3500,,9430,1Fam,6,5,2,0,6,1910,1208,4,GasA,N,1689,0,2006,150526.767519695
3501,,7064,1Fam,5,5,2,1,9,2007,1488,2,GasA,Y,1004,0,2007,176503.762910511
3502,,8125,1Fam,3,6,2,0,4,1993,936,4,GasA,Y,1117,0,2007,80195.1230507987
3503,30,13346,2fmCon,6,6,2,1,6,1965,732,3,GasA,Y,864,0,2008,117876.641231348
3504,80,13860,Twnhs,4,5,2,1,6,1906,960,2,GasA,Y,1686,0,2007,127681.689473111
3505,60,13811,1Fam,4,6,1,0,11,1953,979,3,GasA,Y,1698,0,2006,164872.081013255
3506,75,8100,1Fam,6,7,2,1,6,2006,735,3,GasA,Y,1477,0,2007,209677.858539312
3507,93,70761,1Fam,10,7,1,1,9,1977,1554,3,GasA,Y,2013,0,2009,376576.435093129
3508,95,7180,1Fam,5,6,2,1,9,1950,894,2,GasA,Y,1734,0,2008,167424.630830338
3509,82,10000,1Fam,7,5,2,1,6,1924,1262,2,GasA,Y,2084,0,2006,185509.62929007
3510,93,13600,1Fam,5,5,1,0,7,1914,1004,3,GasA,Y,1573,0,2007,115905.83060075
3511,65,11143,1Fam,5,5,2,0,6,1920,880,2,GasA,N,334,0,2009,92194.4738331434
3512,57,8248,1Fam,8,8,1,0,6,2001,1838,2,GasA,Y,1218,0,2010,295119.713703606
3513,94,5600,1Fam,7,5,1,1,4,2002,910,2,GasA,Y,1895,0,2009,188879.574173375
3514,40,11340,1Fam,5,6,2,1,8,1960,848,3,GasA,Y,1203,0,2008,118580.58419029
3515,60,8546,1Fam,7,6,1,0,6,1880,1800,3,GasA,Y,1118,0,2008,166490.994754709
3516,60,10300,TwnhsE,5,9,1,1,6,1910,1040,3,GasA,Y,1196,0,2007,104881.145350831
3517,77,16647,1Fam,9,5,1,0,6,1923,1039,3,GasA,Y,1320,0,2010,196426.686900826
3518,60,7892,TwnhsE,5,5,1,0,6,2005,1228,3,GasA,N,1801,0,2007,146377.806123237
3519,70,28698,1Fam,5,3,2,1,7,1960,938,3,GasA,Y,1494,0,2007,126307.348005824
3520,80,8924,TwnhsE,5,5,2,1,4,2004,1107,3,GasA,Y,1445,0,2006,197855.517069542
3521,85,11767,1Fam,5,8,2,1,8,1962,1768,3,GasA,Y,875,0,2006,182657.724970332
3522,,12108,1Fam,10,5,2,0,6,1976,1417,6,GasA,Y,1639,0,2006,202238.451716817
3523,100,12508,Twnhs,6,5,1,0,8,2007,1389,4,GasA,Y,1152,0,2006,167720.072414804
3524,60,10437,1Fam,6,7,2,0,7,1963,1264,3,GasA,Y,1287,0,2006,145115.437673291
3525,50,9200,1Fam,6,5,2,0,6,1936,858,2,GasA,Y,1647,0,2009,152042.760933624
3526,,8536,1Fam,5,5,2,0,8,1981,943,4,GasA,Y,720,0,2009,95386.5957418586
3527,79,7200,1Fam,8,5,1,0,7,2004,799,4,GasA,Y,1086,0,2008,199101.667081708
3528,66,8967,1Fam,5,5,1,0,7,1977,1232,2,GasA,Y,1572,0,2006,163833.202815073
3529,50,4400,1Fam,5,5,3,1,5,2001,855,3,GasA,Y,1304,0,2009,163215.194565971
3530,21,10140,1Fam,6,6,1,1,6,2005,1561,3,GasA,Y,1564,0,2010,167280.957643408
3531,60,10603,1Fam,5,6,1,0,4,2003,832,3,GasA,Y,864,0,2007,152358.976959203
3532,,1920,1Fam,6,5,2,0,5,1967,1350,4,GasA,Y,1486,0,2008,177698.230650321
3533,73,13478,1Fam,5,5,2,1,7,2004,1188,3,GasA,Y,894,0,2007,149685.236542541
3534,57,21695,1Fam,5,5,1,1,7,2009,1650,1,GasA,Y,1776,0,2010,207107.209029777
3535,80,5600,1Fam,7,5,1,0,4,1962,969,1,GasA,Y,968,0,2009,133815.006133094
3536,,10690,1Fam,7,5,2,0,5,2006,2121,4,GasA,Y,1277,0,2007,220068.971405501
3537,92,10778,1Fam,4,5,2,0,5,1941,1602,4,GasA,Y,2978,0,2008,242604.504199219
3538,59,10437,1Fam,8,6,1,0,9,1982,1656,2,GasA,Y,816,0,2006,283077.340063914
3539,50,9786,TwnhsE,6,5,2,0,10,1974,1258,2,GasA,Y,1664,0,2010,143435.055283896
3540,85,15602,2fmCon,9,8,2,0,7,2002,1845,3,GasA,Y,1767,0,2008,304917.123361524
3541,63,1890,1Fam,6,9,2,0,7,1941,1726,2,GasA,Y,1577,0,2009,187837.658550023
3542,55,9320,1Fam,6,5,1,1,6,1961,1064,4,GasA,Y,1855,0,2007,168223.443350769
3543,54,12203,1Fam,6,5,2,0,9,1961,795,4,GasA,Y,2320,0,2006,192750.321490326
3544,109,7227,TwnhsE,7,5,1,0,8,1904,1373,3,GasA,Y,1317,0,2007,121588.578164939
3545,60,1300,1Fam,8,7,1,1,4,2001,0,3,GasA,Y,990,0,2010,144515.040595506
3546,62,7800,1Fam,5,8,0,1,7,1955,907,3,GasA,Y,1092,0,2007,124173.085209623
3547,75,16659,1Fam,4,7,2,0,10,1984,1554,2,GasA,N,1095,0,2006,162278.385982351
3548,82,8125,1Fam,7,5,2,0,6,2004,1064,3,GasA,Y,1561,0,2007,221104.863359176
3549,65,12137,1Fam,4,5,2,1,6,1977,1316,3,GasA,Y,1505,0,2009,154580.572911668
3550,36,9600,1Fam,7,5,2,1,7,2006,1763,3,GasA,Y,816,0,2006,202971.176664871
3551,50,9500,1Fam,7,5,1,0,6,1957,728,3,GasA,Y,858,0,2008,99075.2586549369
3552,60,7050,TwnhsE,7,5,3,1,5,1997,1842,4,GasA,Y,1150,0,2006,205312.657622931
3553,52,1920,1Fam,5,7,1,0,6,1915,718,1,GasA,Y,1301,0,2007,139946.342313168
3554,70,8536,Duplex,5,7,2,0,9,1998,970,3,GasW,Y,2142,0,2006,158891.015894481
3555,53,10791,1Fam,8,6,1,1,10,2005,1720,3,GasA,Y,1512,0,2007,297232.214209533
3556,65,1680,1Fam,5,5,1,1,6,2006,907,3,GasA,Y,1616,0,2009,162686.591010785
3557,60,16226,1Fam,5,5,1,0,7,1941,1643,2,GasA,Y,1056,0,2009,133889.37236112
3558,80,2665,Twnhs,7,5,2,1,9,2007,1340,2,GasA,Y,1262,0,2009,201722.754456967
3559,75,8125,1Fam,6,5,2,1,5,1958,804,2,GasA,Y,1090,0,2009,111707.083422272
3560,21,7590,TwnhsE,5,7,2,1,11,1997,1026,3,GasA,Y,1392,0,2006,122735.177924941
3561,33,10141,1Fam,6,6,1,1,6,1977,1392,4,GasA,Y,1387,0,2006,180106.051234828
3562,88,4923,1Fam,4,7,2,0,7,1983,777,3,GasA,Y,1302,0,2009,151595.437161199
3563,67,12886,1Fam,3,5,2,0,10,1958,1602,4,GasA,Y,1950,0,2007,174842.594963423
3564,62,8100,TwnhsE,7,9,2,1,5,2001,915,3,GasA,Y,1474,0,2008,175149.622550787
3565,,5000,1Fam,6,7,2,0,6,2008,1498,1,GasW,Y,2119,0,2007,267033.98719764
3566,60,8000,1Fam,5,5,1,0,8,1915,713,3,GasA,Y,1665,0,2008,143293.274217851
3567,,9571,1Fam,4,6,2,0,5,1925,689,2,GasA,N,2466,0,2009,155534.795884499
3568,60,5232,1Fam,7,7,1,1,7,1910,1419,3,GasA,Y,1056,0,2007,112100.508409547
3569,55,7018,1Fam,6,7,2,1,7,2005,672,3,GasA,Y,2132,0,2006,169817.908140096
3570,,1680,1Fam,7,7,2,1,8,1994,1050,3,GasA,Y,2727,0,2006,293836.750133501
3571,72,10237,1Fam,8,5,1,0,7,2005,1195,2,GasA,Y,767,0,2009,197142.03209467
3572,41,13474,1Fam,5,7,1,1,6,1965,1766,3,GasA,Y,1163,0,2009,198289.234561498
3573,60,6000,1Fam,7,7,2,0,7,2006,975,2,GasA,Y,1178,0,2007,199419.860562197
3574,,5271,1Fam,9,6,2,0,5,1941,740,3,GasA,Y,1034,0,2008,184540.120095795
3575,24,15576,1Fam,7,2,2,0,10,1915,1090,1,GasA,Y,882,0,2008,162099.562675949
3576,70,10846,1Fam,6,5,2,1,7,1976,1240,3,GasA,N,1992,0,2008,204407.565201924
3577,91,3675,1Fam,6,5,1,0,6,1977,876,3,GasA,Y,1212,0,2006,149882.53245463
3578,55,4671,1Fam,7,6,2,0,7,2005,0,3,GasA,Y,2060,0,2010,202940.62112372
3579,84,9286,TwnhsE,5,5,1,0,5,1920,600,2,GasA,Y,1362,0,2009,154559.624170224
3580,121,11040,1Fam,3,8,2,1,4,1924,1003,3,GasA,Y,1212,0,2007,115190.159323403
3581,52,8738,Twnhs,4,5,2,1,6,1922,1113,5,GasA,Y,2402,0,2006,179693.577643283
3582,60,7064,1Fam,5,5,2,0,6,1969,1208,3,GasA,Y,1626,0,2007,137643.135362253
3583,101,7390,1Fam,5,6,3,1,6,2003,864,2,GasA,Y,1412,0,2008,143769.825148235
3584,60,10530,1Fam,6,7,2,1,6,2003,780,2,GasA,Y,1214,0,2006,165895.163840454
3585,102,9800,TwnhsE,7,6,1,0,9,1973,832,2,GasA,Y,1484,0,2007,172752.870356218
3586,79,11050,1Fam,4,5,2,1,5,2003,1065,3,GasA,Y,1919,0,2009,211653.343681561
3587,69,9765,1Fam,5,7,2,1,4,1964,1632,2,GasA,N,1225,0,2007,145941.317630192
3588,90,6000,TwnhsE,8,5,2,1,5,1959,1379,2,GasA,Y,1159,0,2006,151207.321282907
3589,60,12224,1Fam,5,5,1,0,8,1950,864,5,GasA,Y,2291,0,2009,164518.055419894
3590,57,3230,1Fam,9,7,1,0,4,1956,720,2,GasA,Y,1656,0,2007,216202.503655572
3591,,9819,Twnhs,6,5,1,0,10,1988,832,2,GasA,Y,1092,0,2006,88162.4635124042
3592,51,11050,1Fam,5,9,2,1,7,1920,1720,4,GasA,Y,694,0,2007,111818.360284504
3593,67,8400,1Fam,7,7,2,0,7,2005,794,3,GasA,Y,1350,0,2006,184414.499633814
3594,63,12203,1Fam,5,7,2,0,10,1998,1004,2,GasA,Y,1604,0,2009,168056.738705999
3595,78,12640,1Fam,5,5,1,0,6,1973,816,4,GasA,Y,2945,0,2006,150631.898470948
3596,65,7200,1Fam,5,5,1,0,7,2007,1120,3,GasA,Y,1385,0,2008,163307.952898292
3597,76,7399,1Fam,6,7,2,0,8,1938,1575,2,GasA,Y,1258,0,2008,153398.508489657
3598,,10402,1Fam,7,6,2,0,8,2005,858,4,GasA,Y,848,0,2010,133320.481991941
3599,60,7930,1Fam,7,7,2,0,6,2006,844,3,GasA,Y,1269,0,2006,162983.228965393
3600,80,14948,1Fam,5,5,2,1,4,1958,848,4,GasA,Y,1502,0,2010,135339.590534893
3601,85,16033,1Fam,6,7,1,0,5,1935,1520,3,GasA,Y,1057,0,2007,162851.799346433
3602,80,7658,1Fam,6,7,1,1,6,1953,1188,3,GasA,Y,999,0,2007,162791.011960495
3603,86,3604,1Fam,7,5,2,0,6,1974,991,3,GasA,Y,2978,0,2009,204169.703055373
3604,104,2308,Duplex,6,5,1,0,4,1965,756,4,GasA,N,1337,0,2007,138428.624500073
3605,100,7200,1Fam,4,3,1,0,6,2001,1272,2,GasA,Y,1442,0,2010,115793.714696666
3606,34,10207,Twnhs,5,5,2,0,8,1929,483,3,GasA,Y,1728,0,2006,130156.991198944
3607,94,14859,1Fam,7,7,1,1,4,1910,770,4,GasA,Y,1349,0,2010,155764.497496373
3608,75,8773,1Fam,5,5,1,0,6,1969,773,3,GasA,Y,1484,0,2006,134644.090528182
3609,75,6120,TwnhsE,8,5,2,0,5,2003,970,2,GasA,Y,1836,0,2009,195490.494659863
3610,,7560,1Fam,6,7,2,0,8,1958,960,1,GasA,Y,1041,0,2007,152461.134579935
3611,,15865,1Fam,5,5,2,1,6,1937,0,3,GasA,Y,2291,0,2006,205855.822133538
3612,50,9018,1Fam,8,5,2,0,7,1900,1097,2,GasA,Y,1680,0,2007,197578.377794597
3613,73,5119,1Fam,7,5,0,0,6,1946,768,3,GasA,Y,1501,0,2010,189453.743895209
3614,66,17120,1Fam,7,5,2,0,6,1941,1584,3,GasA,Y,789,0,2007,139625.646813693
3615,65,11600,1Fam,6,5,1,1,5,2007,741,3,GasA,Y,1340,0,2010,150749.00035831
3616,64,9588,1Fam,7,7,2,0,8,1995,624,3,GasA,Y,2466,0,2006,230173.948375073
3617,,10665,1Fam,6,5,1,0,8,1918,1720,4,GasA,Y,2132,0,2007,170771.619335968
3618,122,24090,1Fam,5,5,3,0,7,1998,780,3,GasA,Y,2630,0,2010,197012.25813974
3619,36,6000,1Fam,6,5,2,0,7,1970,654,3,GasA,Y,1888,0,2007,136086.41046219
3620,,12108,1Fam,8,6,2,0,6,1967,1080,5,GasA,Y,2380,0,2006,286428.339436101
